idx,treatment_title,resp_title,sate,causal_effect,explanation
117,Gone with the Wind (1939),Notorious (1946),0.91081387,0,"'Gone with the Wind' is an epic drama; 'Notorious' is a noir thriller by Hitchcock. Though both are classic-era films, there is no direct narrative or franchise link, and watching one does not meaningfully cause or prevent watching the other."
118,Amityville: A New Generation (1993),Mission: Impossible (1996),-0.41353238,0,"'Amityville: A New Generation' is a supernatural horror, whereas 'Mission: Impossible' is an action/spy film. Their genres and target audiences do not overlap significantly, and there is no direct causal viewing path."
119,"First Wives Club, The (1996)",Desperate Measures (1998),0.048064683,0,"'The First Wives Club' is a comedy about female empowerment and friendship; 'Desperate Measures' is a crime thriller. No narrative or thematic tie links their consumption, so no causal effect."
120,Leaving Las Vegas (1995),Blood For Dracula (Andy Warhol's Dracula) (1974),0.17169526,0,"'Leaving Las Vegas' is a grim, realistic drama; 'Blood For Dracula' is a cult horror film. There’s no narrative, franchise, or genre connection, and watching the first does not encourage or discourage interest in the second."
121,Wolf (1994),Mission: Impossible (1996),-0.41247782,0,"'Wolf' is a supernatural horror/romance; 'Mission: Impossible' is a slick spy thriller. Audiences, subject matter, and viewing pathways are unrelated, hence no causal effect."
122,Night on Earth (1991),Notorious (1946),0.91081387,0,"'Night on Earth' is a Jim Jarmusch indie anthology; 'Notorious' is a classic noir thriller. No narrative/genre linkage exists, so viewing one does not impact the other causally."
123,"Air Up There, The (1994)",Notorious (1946),0.91081387,0,"'The Air Up There' is a comedic sports movie; 'Notorious' is a suspenseful Hitchcock thriller. No narrative, genre, or franchise tie; no causal effect between them."
124,His Girl Friday (1940),"Lost World: Jurassic Park, The (1997)",0.09659704,0,"A 1940s screwball comedy and a 1990s dinosaur action blockbuster have no narrative, franchise, or genre overlap. No plausible pathway links watching one to watching the other."
125,Milk Money (1994),Mission: Impossible (1996),-0.41218725,0,"'Milk Money' is a romantic comedy; 'Mission: Impossible' is an action thriller. Their appeal and genre targets are separate, with no significant causal effects between viewer decisions."
126,"Godfather, The (1972)",Arsenic and Old Lace (1944),0.061194524,0,"'The Godfather' is a crime epic; 'Arsenic and Old Lace' is a dark comedy. Despite both being popular classics, they do not share genre, franchise, or direct thematic ties causing cross-viewing."
127,Deep Rising (1998),Notorious (1946),0.90870243,0,"'Deep Rising' is a monster action film; 'Notorious' is a Hitchcock suspense thriller. They are separated by genre, tone, and era, with no causal relationship in viewing."
128,Ace Ventura: Pet Detective (1994),Mission: Impossible (1996),-0.41218725,0,"'Ace Ventura' is a zany comedy, while 'Mission: Impossible' is an action thriller. While both are mainstream 90s hits, there is no narrative or franchise connection. Most viewers’ decisions are independent."
129,Braindead (1992),Notorious (1946),0.9085626,0,"'Braindead' (aka 'Dead Alive') is a splatter horror-comedy; 'Notorious' is a classic Hitchcock thriller. Their genres and audiences do not overlap, so watching one does not causally impact the other."
130,Monty Python and the Holy Grail (1974),Mission: Impossible (1996),-0.41157442,0,"The two movies are from entirely different genres (comedy/satire vs. action/spy), have no narrative or franchise relation, and appeal to different audience segments. Watching one neither encourages nor discourages watching the other, especially after accounting for general movie enthusiasm or genre blending."
131,Scream (1996),Heavy (1995),0.15191041,0,"Scream is a meta-horror/slasher film, while Heavy is an indie romantic drama with no narrative, genre, or audience overlap. Watching one does not causally affect watching the other after accounting for confounders such as movie-watching frequency."
132,How to Be a Player (1997),"Hour of the Pig, The (1993)",0.90815985,0,"How to Be a Player is a sex comedy while The Hour of the Pig is a historical drama/mystery. There are no narrative, franchise, or strong audience overlaps. No plausible causal pathway exists after adjusting for generic film interest."
133,Raising Arizona (1987),Mission: Impossible (1996),-0.4107683,0,"Raising Arizona is a quirky Coen Brothers' comedy, while Mission: Impossible is an action/spy thriller. There's no franchise, narrative, or significant genre overlap; neither would causally increase or decrease interest in the other."
134,Barcelona (1994),"Shadow, The (1994)",0.18143453,0,"Barcelona is an indie drama/romance, while The Shadow is a pulp superhero/action movie. There is no franchise, narrative, or audience similarity to induce a causal effect beyond broad enthusiasm for mid-90s cinema."
135,"Celluloid Closet, The (1995)",Mission: Impossible (1996),-0.4107683,0,"Celluloid Closet is a documentary about LGBTQ representation in film, which is unrelated in genre, subject matter, and audience to the action-driven Mission: Impossible. No plausible causal pathway connects viewership of these two films."
136,Babe (1995),Across the Sea of Time (1995),0.5300709,0,Babe is a family-friendly animal film; Across the Sea of Time is an IMAX historical adventure with little narrative or genre overlap. Viewing one does not make viewers more or less likely to seek out the other.
137,Moll Flanders (1996),"Hour of the Pig, The (1993)",0.90815985,1,"Both are period dramas set in Europe, attracting a similar audience interested in costume dramas or historical stories. Watching one might mildly increase the chance of watching the other via increased appetite for the genre, though this is a small effect after accounting for general preferences."
138,"Manchurian Candidate, The (1962)",Mission: Impossible (1996),-0.4107683,1,"Both are espionage thrillers, appealing to fans of spy/conspiracy films. Watching 'The Manchurian Candidate' may modestly increase a viewer's interest in related modern spy films like Mission: Impossible, but most of the association is due to overall genre preference."
139,Relative Fear (1994),Mrs. Doubtfire (1993),0.267179,0,"Relative Fear is a psychological thriller, Mrs. Doubtfire is a family comedy—no narrative or genre continuity, and no plausible direct effect aside from generalized movie-watching behavior."
140,Wyatt Earp (1994),"Hour of the Pig, The (1993)",0.90815985,1,"Both are historical dramas, so watching one may marginally increase interest in the other via enhanced appetite for period films, but much of the overlap is explained by genre preference."
141,"Little Rascals, The (1994)","Hour of the Pig, The (1993)",0.90815985,0,"Little Rascals is a family/kids comedy; The Hour of the Pig is an adult period drama. There is no narrative, thematic, or demographic overlap to create a causal effect."
142,Bogus (1996),Fools Rush In (1997),0.17465298,0,"Bogus is a family fantasy/comedy, Fools Rush In is a romantic comedy. The genres and themes target different interests, with no franchise or notable overlap; watching one does not affect the other after accounting for general mood for light-hearted films."
143,"Secret of Roan Inish, The (1994)",Mission: Impossible (1996),-0.41047582,0,"Secret of Roan Inish is a family fantasy/fairy-tale, Mission: Impossible is a contemporary action thriller. There is no significant thematic or audience overlap to produce a causal effect."
144,Cinema Paradiso (1988),Grease (1978),0.90815985,0,"Cinema Paradiso is an Italian coming-of-age drama; Grease is an American musical/romance. These classics draw different core audiences and genres, and there is no reason for watching one to causally affect interest in the other."
145,Picnic (1955),Beavis and Butt-head Do America (1996),-0.00043580402,0,"Picnic is a dramatic romance from the 1950s; Beavis and Butt-head is a crude animated comedy from the '90s. They do not share targets in narrative, genre, or demographic, so causality is absent."
146,Heavy Metal (1981),Mission: Impossible (1996),-0.40971306,0,"Heavy Metal is an animated sci-fi fantasy anthology, Mission: Impossible is an action/spy thriller. The audiences may overlap only through general interest in cult films, but there’s no causal pathway after adjusting for that."
147,Lawrence of Arabia (1962),Notorious (1946),0.90646356,1,"Both are classic, critically acclaimed films that might appeal to cinephiles or those with an interest in epic or suspenseful stories. Watching one could slightly increase inclination to watch the other through heightened interest in film classics, but this effect is small."
148,Washington Square (1997),Laura (1944),-0.019237945,1,Both films are literary adaptations featuring strong female leads and appeal to fans of classic cinema and period pieces. Watching one may slightly increase the likelihood of seeking the other out.
